Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
38,"LM Schabbach, F Bondioli, MC Fredel","Colouring of opaque ceramic glaze with zircon pigments: Formulation with simplified Kubelka–Munk model",2011,"Journal of the European Ceramic …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0955221910005583","https://scholar.google.com/scholar?cites=14711692043411898426&as_sdt=2005&sciodt=2007&hl=en",71,"2024-02-09 13:10:22","HTML","","","",,,,,38,2.92,13,3,13,"… In this study a simplified Kubelka–Munk model is proposed for colour matching purposes. … the spectrophotometric results a simplification of the Kubelka–Munk model was suggested. To …","https://www.sciencedirect.com/science/article/pii/S0955221910005583","https://scholar.google.com/scholar?q=related:OsCBtPdtKswJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
8,"D Ou, K Tan, X Wang, Z Wu, J Li, J Ding","Modified soil scattering coefficients for organic matter inversion based on Kubelka-Munk theory",2022,"Geoderma","Elsevier","https://www.sciencedirect.com/science/article/pii/S0016706122001525","https://scholar.google.com/scholar?cites=599502955752316964&as_sdt=2005&sciodt=2007&hl=en",72,"2024-02-09 13:10:22","","","","",,,,,8,4.00,1,6,2,"… Hence, in this paper, an inversion model based on thickness correction using Kubelka-Munk (KM) theory is proposed. Firstly, in this study, a soil thickness observation experiment based …","","https://scholar.google.com/scholar?q=related:JOBpD8PcUQgJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
16,"A Moussa","Textile color formulation using linear programming based on Kubelka‐Munk and Duncan theories",2021,"Color Research &Application","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/col.22626","https://scholar.google.com/scholar?cites=12136337251909175457&as_sdt=2005&sciodt=2007&hl=en",73,"2024-02-09 13:10:22","","10.1002/col.22626","","",,,,,16,5.33,16,1,3,"… Those based on the Kubelka-Munk theory can be divided into … from the derivatives of Kubelka-Munk spectra, and showed its … mixtures compared to normal Kubelka-Munk method. …","","https://scholar.google.com/scholar?q=related:oQhj9m3ubKgJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
56,"E Walowit, CJ McCarthy…","Spectrophotometric color matching based on two‐constant kubelka‐munk theory",1988,"Color Research & …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/col.5080130606","https://scholar.google.com/scholar?cites=1743027464368595455&as_sdt=2005&sciodt=2007&hl=en",74,"2024-02-09 13:10:22","","10.1002/col.5080130606","","",,,,,56,1.56,19,3,36,"… by a set of colorants as determined using KubelkaMunk single-constant theory. Spectrophotometric … Linear calculations are assumed possible since by definition of Kubelka-Munk …","","https://scholar.google.com/scholar?q=related:_6Fwbz56MBgJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
8,"M Abebe, J Gerhardt…","Kubelka-Munk theory for efficient spectral printer modeling",2011,"Color Imaging XVI …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/7866/786614/Kubelka-Munk-theory-for-efficient-spectral-printer-modeling/10.1117/12.872830.short","https://scholar.google.com/scholar?cites=4090669934732283357&as_sdt=2005&sciodt=2007&hl=en",75,"2024-02-09 13:10:22","","10.1117/12.872830.short","","",,,,,8,0.62,3,3,13,"… In this work, the well known Kubelka-Munk theory is used to estimate the spectral reflectances of the Neugebauer Primaries instead of printing and measuring them, and subsequently …","https://ntnuopen.ntnu.no/ntnu-xmlui/bitstream/handle/11250/143732/FinalThesisReportMekidesAssefaHIG2.pdf?sequence=1","https://scholar.google.com/scholar?q=related:3Y0W4aH6xDgJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
64,"BK Davis, WM Johnston…","Kubelka-Munk reflectance theory applied to porcelain veneer systems using a colorimeter.",1994,"International Journal of …","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=08932174&AN=37703275&h=tL%2F%2BJAzDkdi0QdMG8mMg9Hti9sL1pLTRVN2Vlv1p%2FidjhFVh%2F%2BrZ8SdawtaFpRA%2FDHHtfyNPEBD3HuUc996Aug%3D%3D&crl=c","https://scholar.google.com/scholar?cites=7119756219047497366&as_sdt=2005&sciodt=2007&hl=en",76,"2024-02-09 13:10:22","","","","",,,,,64,2.13,21,3,30,"… The purpose of this study was to demonçtrate the ability of Kubelka-Munk reflectance theory … r- >0,93 for each porceiain shade), KubeikaMunk theory offers an accurate prediction for the …","","https://scholar.google.com/scholar?q=related:lk60I490zmIJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
10,"TT Shakespeare","Colorant modelling for on-line paper coloring: Evaluations of models and an extension to Kubelka-Munk model",2000,"","search.proquest.com","https://search.proquest.com/openview/ecdc2b4a15e0fcdf99e8ddcf81b99907/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=11833875377587797145&as_sdt=2005&sciodt=2007&hl=en",77,"2024-02-09 13:10:22","BOOK","","","",,,,,10,0.42,10,1,24,"Traditionally, single constant Kubelka-Munk type colorant formulation algorithms have been used for color control in the paper industry. Tuning data is derived from colored handsheets …","https://trepo.tuni.fi/bitstream/handle/10024/114923/978-952-03-2662-3.pdf?sequence=1","https://scholar.google.com/scholar?q=related:mbxcFfVeOqQJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
3,"Y He, X Zhang, Y Zhang","Kubelka-Munk revised theory for high solar reflectance and high long-wave emissivity coatings designing",2016,"Journal of Wuhan University of Technology …","Springer","https://link.springer.com/article/10.1007/s11595-016-1337-4","https://scholar.google.com/scholar?cites=8559357778798751095&as_sdt=2005&sciodt=2007&hl=en",78,"2024-02-09 13:10:22","","10.1007/s11595-016-1337-4","","",,,,,3,0.38,1,3,8,"… Kubelka-Munk theory, which was originally derived in 1931 by Kubelka and Munk[1], was … And after being refined by Kubelka[2], it describes the reflectance of a translucent material with …","","https://scholar.google.com/scholar?q=related:d63G5ozyyHYJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
10,"RA de la Osa, AG Alonso, D Ortiz, F González…","Extension of the Kubelka–Munk theory to an arbitrary substrate: a Monte Carlo approach",2016,"JOSA A","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=josaa-33-10-2053","https://scholar.google.com/scholar?cites=3701677054823033480&as_sdt=2005&sciodt=2007&hl=en",79,"2024-02-09 13:10:22","","","","",,,,,10,1.25,2,5,8,"In this work we review and—to some extent—upgrade one of the main theories of light flux through homogeneous isotropic media, namely, the Kubelka–Munk (K–M) theory, and in …","","https://scholar.google.com/scholar?q=related:iOrwRav_XjMJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
24,"ÍG Gonçalves, CO Petter…","Quantification of hematite and goethite concentrations in kaolin using diffuse reflectance spectroscopy: a new approach to Kubelka-Munk theory",2012,"Clays and clay …","pubs.geoscienceworld.org","https://pubs.geoscienceworld.org/msa/ccm/article/60/5/473/48784","https://scholar.google.com/scholar?cites=12274996866481013584&as_sdt=2005&sciodt=2007&hl=en",80,"2024-02-09 13:10:22","","","","",,,,,24,2.00,8,3,12,"Kaolin ores are usually contaminated by some Fe-bearing minerals, the strong colors of which degrade the quality of the final product. A spectroscopic technique is sought to quantify …","","https://scholar.google.com/scholar?q=related:UEOiRZ2MWaoJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
23,"A Abdul-Rahman, M Chen","Spectral volume rendering based on the kubelka-munk theory",2005,"Computer Graphics Forum","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d893090df36988e5b6cc56e87d95559a04c553cd","https://scholar.google.com/scholar?cites=9209601096345232658&as_sdt=2005&sciodt=2007&hl=en",81,"2024-02-09 13:10:22","PDF","","","",,,,,23,1.21,12,2,19,"… In this paper, we present a new approach to direct volume rendering based on the Kubelka-Munk theory of diffuse reflectance. We show that not only the Kubelka-Munk theory facilitates …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d893090df36988e5b6cc56e87d95559a04c553cd","https://scholar.google.com/scholar?q=related:EqW0DmcTz38J:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
0,"V Džimbeg-Malčić, Ž Barbarić-Mikočević, K Itrić","Kubelka-Munk teorija u opisivanju optičkih svojstava papira (I)",2011,"Tehnički vjesnik","hrcak.srce.hr","https://hrcak.srce.hr/clanak/98649","",82,"2024-02-09 13:10:22","","","","",,,,,0,0.00,0,3,13,"… Kubelka and Munk proposed, as Schuster had (this work was not known to Kubelka and Munk), a system of differential equations based on the model of light propagation in dull colored …","https://hrcak.srce.hr/file/98650","https://scholar.google.com/scholar?q=related:uIb5V0eJgXwJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
39,"J Hoffmann, DW Lübbers…","Applicability of the Kubelka-Munk theory for the evaluation of reflectance spectra demonstrated for haemoglobin-free perfused heart tissue",1998,"Physics in Medicine & …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/0031-9155/43/12/014/meta","https://scholar.google.com/scholar?cites=6426257601588124268&as_sdt=2005&sciodt=2007&hl=en",83,"2024-02-09 13:10:22","","10.1088/0031-9155/43/12/014","","",,,,,39,1.50,13,3,26,"… Kubelka–Munk (KM) to describe an optical system with absorption and scattering properties (Kubelka … certain conditions are necessary to justify the validity of the Kubelka–Munk theory: …","","https://scholar.google.com/scholar?q=related:bFrQqT2nLlkJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
0,"Y Quan, Q Yin, Z Cheng, L Zhang, J Liu, J Chai…","Numerical simulation of laser heating effect in optical temperature measurement based on Kubelka-Munk theory",2024,"Applied Thermal …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1359431123021014","",84,"2024-02-09 13:10:22","","","","",,,,,0,0.00,0,7,1,"The fluorescence intensity ratio (FIR) technique is widely used in many fields as one of the sensing methods of phosphor thermometry. In the gas turbine field, the rare earth ions are …","","https://scholar.google.com/scholar?q=related:mS6zHgECZLMJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
40,"H Yang, S Zhu, N Pan","On the Kubelka—Munk single-constant/two-constant theories",2010,"Textile Research Journal","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0040517508099914","https://scholar.google.com/scholar?cites=17963070121257998443&as_sdt=2005&sciodt=2007&hl=en",85,"2024-02-09 13:10:22","","10.1177/0040517508099914","","",,,,,40,2.86,13,3,14,"… In 1931, Kubelka and Munk [1] proposed the first thorough mathematical treatment of a … light, which led to what has since been known as the Kubelka–Munk (KM) theory. Then in 1940, …","https://www.researchgate.net/profile/Ning-Pan-8/publication/216567998_On_the_Kubelka-Munk_Single-ConstantTwo-Constant_Theories/links/09e4150f6daba3bf7a000000/On-the-Kubelka-Munk-Single-Constant-Two-Constant-Theories.pdf","https://scholar.google.com/scholar?q=related:axgEVRqlSfkJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
4,"JM Geusebroek, T Gevers, AWM Smeulders","The Kubelka-Munk Theory for Color Image Invariant Properties.",2002,"CGIV","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=5e54d46946ea8cdbe036d327a3a31e2b9436eaad","https://scholar.google.com/scholar?cites=5858757006087007803&as_sdt=2005&sciodt=2007&hl=en",86,"2024-02-09 13:10:22","PDF","","","",,,,,4,0.18,1,3,22,"… on the Kubelka-Munk theory … Kubelka-Munk theory to photometric models currently used in image processing. As a consequence, the wide range of materials for which Kubelka-Munk is …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=5e54d46946ea8cdbe036d327a3a31e2b9436eaad","https://scholar.google.com/scholar?q=related:O64lvXR8TlEJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
1,"D Ou, K Tan, J Li, Z Wu, L Zhao, J Ding, X Wang…","Prediction of soil organic matter by Kubelka-Munk based airborne hyperspectral moisture removal model",2023,"International Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1569843223003175","https://scholar.google.com/scholar?cites=7516750769690037822&as_sdt=2005&sciodt=2007&hl=en",87,"2024-02-09 13:10:22","HTML","","","",,,,,1,1.00,0,8,1,"… Therefore, a Kubelka-Munk theory based spectral correction … by the use of a Kubelka-Munk based physical soil moisture … The Kubelka-Munk moisture removal model for soil moisture …","https://www.sciencedirect.com/science/article/pii/S1569843223003175","https://scholar.google.com/scholar?q=related:Ps6E5P_cUGgJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
1,"MP Diebold, MP Diebold","The Kubelka–Munk Framework and Measuring Opacity",2014,"Application of Light Scattering to Coatings: A …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-12015-7_3","https://scholar.google.com/scholar?cites=13226566752628199831&as_sdt=2005&sciodt=2007&hl=en",88,"2024-02-09 13:10:22","","10.1007/978-3-319-12015-7_3","","",,,,,1,0.10,1,2,10,"So far, we have considered the scattering phenomenon itself—Mie’s theory of individual particles scattering light and the effects that different particle attributes have on maximum …","","https://scholar.google.com/scholar?q=related:l1FlWGI0jrcJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
26,"R Yang, Y Xu, C Xie, H Wang","Kubelka-Munk double constant theory of digital rotor spun color blended yarn",2019,"Dyes and Pigments","Elsevier","https://www.sciencedirect.com/science/article/pii/S0143720818324951","https://scholar.google.com/scholar?cites=178927142324401753&as_sdt=2005&sciodt=2007&hl=en",89,"2024-02-09 13:10:22","","","","",,,,,26,5.20,7,4,5,"Different colored fibers were blended into yarns by digital rotor spinning to meet the market demand of multi-species and small-batch production. In order to study the color blending …","","https://scholar.google.com/scholar?q=related:WfbrtkmtewIJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
30,"MK Gunde, JK Logar, ZC Orel, B Orel","Application of the Kubelka-Munk theory to thickness-dependent diffuse reflectance of black paints in the mid-IR",1995,"Applied spectroscopy","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=as-49-5-623","https://scholar.google.com/scholar?cites=11036859243620340283&as_sdt=2005&sciodt=2007&hl=en",90,"2024-02-09 13:10:22","","","","",,,,,30,1.03,8,4,29,"The Kubelka-Munk theory is applied to the thickness-dependent diffuse reflectance of black-painted samples in the mid-IR. The calculated absorption and scattering coefficients are …","https://www.academia.edu/download/46701227/000370295396416520160622-24502-10jicrw.pdf","https://scholar.google.com/scholar?q=related:OxL6mwHNKpkJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
12,"RB Love, S Oglesby, I Gailey","The Relation between Dye Concentration and Reflectance–Amendments to the Kubelka–Munk Equation",1965,"Journal of the Society of Dyers …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1478-4408.1965.tb02637.x","https://scholar.google.com/scholar?cites=10344452712808537243&as_sdt=2005&sciodt=2007&hl=en",91,"2024-02-09 13:10:22","","10.1111/j.1478-4408.1965.tb02637.x","","",,,,,12,0.20,4,3,59,"The basic Kubelka–Munk formula used in our recipe–prediction work (Eqn 1) relates the reflectance and concentration at every wavelength for every dye. In practice, the equation is …","","https://scholar.google.com/scholar?q=related:m1zHXu_gjo8J:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
10,"S Mourad, P Emmel, K Simon…","Prediction of monochrome reflectance spectra with an extended Kubelka-Munk model",2002,"Proceedings of the Color …","infoscience.epfl.ch","https://infoscience.epfl.ch/record/99880","https://scholar.google.com/scholar?cites=682825965420626196&as_sdt=2005&sciodt=2007&hl=en",92,"2024-02-09 13:10:22","","","","",,,,,10,0.45,3,4,22,"… To cope with both effects, we extend the KUBELKA– MUNK model in order to take into account the lateral light spreading responsible for the optical dot-gain. The model transforms a …","https://infoscience.epfl.ch/record/99880/files/pomrswqekmm.pdf","https://scholar.google.com/scholar?q=related:FEFPCJnieQkJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
3,"B Li, F Zhang, Y Liu, H Yin, J Zou, A Ou-Yang","Quantitative study of impact damage on yellow peaches based on reflectance, absorbance and Kubelka–Munk spectral data",2022,"RSC advances","pubs.rsc.org","https://pubs.rsc.org/en/content/articlehtml/2022/ra/d2ra04635k","https://scholar.google.com/scholar?cites=15866771656475886349&as_sdt=2005&sciodt=2007&hl=en",93,"2024-02-09 13:10:22","HTML","","","",,,,,3,1.50,1,6,2,"… A) and Kubelka–Munk spectral data (K–M) in order to investigate the potential of quantitative prediction of mechanical parameters by absorption spectra (A) and Kubelka–Munk spectra (…","https://pubs.rsc.org/en/content/articlehtml/2022/ra/d2ra04635k","https://scholar.google.com/scholar?q=related:DUN7fMEYMtwJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
23,"JB Gillespie, JD Lindberg, LS Laude","Kubelka-Munk optical coefficients for a barium sulfate white reflectance standard",1975,"Applied Optics","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=ao-14-4-807","https://scholar.google.com/scholar?cites=4202349141834093575&as_sdt=2005&sciodt=2007&hl=en",94,"2024-02-09 13:10:22","","","","",,,,,23,0.47,8,3,49,"… The dilution method of the Kubelka-Munk theory has been … to have knowledge of the Kubelka-Munk optical coefficients of the … The Kubelka-Munk absorption coefficient, k, does not …","","https://scholar.google.com/scholar?q=related:B1QwjUe-UToJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
83,"Y Abouliatim, T Chartier, P Abelard, C Chaput…","Optical characterization of stereolithography alumina suspensions using the Kubelka–Munk model",2009,"Journal of the European …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0955221908003865","https://scholar.google.com/scholar?cites=658054410265980645&as_sdt=2005&sciodt=2007&hl=en",95,"2024-02-09 13:10:22","","","","",,,,,83,5.53,17,5,15,"The multiple light scattering in concentrated alumina suspensions adapted to stereolithography can be modeled using diffuse reflectance measurements coupled to the Kubelka–Munk …","","https://scholar.google.com/scholar?q=related:5W7I5v_gIQkJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
6,"AMN Taufique, DW Messinger","Hyperspectral pigment analysis of cultural heritage artifacts using the opaque form of Kubelka-Munk theory",2019,"Algorithms, Technologies, and …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/10986/1098611/Hyperspectral-pigment-analysis-of-cultural-heritage-artifacts-using-the-opaque/10.1117/12.2518451.short","https://scholar.google.com/scholar?cites=12464076360194074298&as_sdt=2005&sciodt=2007&hl=en",96,"2024-02-09 13:10:22","","10.1117/12.2518451.short","","",,,,,6,1.20,3,2,5,"… Kubelka-Munk (KM) theory has been successfully used to estimate pigment concentrations … the data in the K/S space from Kubelka-Munk theory, as opposed to the traditional reflectance …","https://arxiv.org/pdf/2104.04884","https://scholar.google.com/scholar?q=related:uia2fmlL-awJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
1,"LM Schabbach, F Bondioli, AM Ferrari, T Manfredini…","Prediction color of ceramic glazes with Kubelka-Munk model",2008,"Qualicer","academia.edu","https://www.academia.edu/download/38099364/54ece99b0cf28f3e6534fdb3.pdf20151010-63298-milo23.pdf","https://scholar.google.com/scholar?cites=5126658117175968475&as_sdt=2005&sciodt=2007&hl=en",97,"2024-02-09 13:10:22","PDF","","","",,,,,1,0.06,0,5,16,"… In this study the efficiency of the Kubelka-Munk model (… scattering optical constants of the Kubelka-Munk model with the … and scattering of light obtained with Kubelka-Munk model. It was …","https://www.academia.edu/download/38099364/54ece99b0cf28f3e6534fdb3.pdf20151010-63298-milo23.pdf","https://scholar.google.com/scholar?q=related:24IlN2WMJUcJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
35,"A Roy, R Ramasubramaniam…","Empirical relationship between Kubelka–Munk and radiative transfer coefficients for extracting optical parameters of tissues in diffusive and nondiffusive regimes",2012,"Journal of biomedical …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/journals/journal-of-biomedical-optics/volume-17/issue-11/115006/Empirical-relationship-between-Kubelka-Munk-and-radiative-transfer-coefficients-for/10.1117/1.JBO.17.11.115006.short","https://scholar.google.com/scholar?cites=14406062520387505171&as_sdt=2005&sciodt=2007&hl=en",98,"2024-02-09 13:10:22","","10.1117/1.JBO.17.11.115006.short","","",,,,,35,2.92,12,3,12,"Kubelka–Munk (KM) theory is a phenomenological light transport theory that provides analytical expressions for reflectance and transmittance of diffusive substrates such as tissues. …","https://www.spiedigitallibrary.org/journals/Journal-of-Biomedical-Optics/volume-17/issue-11/115006/Empirical-relationship-between-Kubelka-Munk-and-radiative-transfer-coefficients-for/10.1117/1.JBO.17.11.115006.pdf","https://scholar.google.com/scholar?q=related:EwzEI4md7McJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
38,"RV Morris, SC Neely…","Application of Kubelka‐Munk theory of diffuse reflectance to geologic problems: The role of scattering",1982,"Geophysical Research …","Wiley Online Library","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/GL009i002p00113","https://scholar.google.com/scholar?cites=10706766144918028389&as_sdt=2005&sciodt=2007&hl=en",99,"2024-02-09 13:10:22","","10.1029/GL009i002p00113","","",,,,,38,0.90,13,3,42,"We have used the Kubelka‐Munk theory of diffuse reflectance to learn about the manifestations of light scattering in reflectance spectra in geologically significant situations. For …","","https://scholar.google.com/scholar?q=related:ZYAE-RQTlpQJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
7,"P Edström, M Neuman, LG Coppel","A partial explanation of the dependence between light scattering and light absorption in the Kubelka-Munk model",2012,"Nordic Pulp &Paper Research …","degruyter.com","https://www.degruyter.com/document/doi/10.3183/npprj-2012-27-02-p426-430/html","https://scholar.google.com/scholar?cites=15082134943650135475&as_sdt=2005&sciodt=2007&hl=en",100,"2024-02-09 13:10:22","","10.3183/npprj-2012-27-02-p426-430","","",,,,,7,0.58,2,3,12,"The Kubelka-Munk scattering and absorption coefficients of a set of paper samples are assessed using reflectance measurements in d/0 geometry. The coefficients display the widely …","https://www.diva-portal.org/smash/get/diva2:547458/FULLTEXT02","https://scholar.google.com/scholar?q=related:s73FmtKBTtEJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
23,"DW Vahey, JY Zhu, CJ Houtman","On measurements of effective residual ink concentration (ERIC) of deinked papers using Kubelka-Munk theory",2006,"Progress in paper recycling. Vol. 16 …","fs.usda.gov","https://www.fs.usda.gov/research/treesearch/26020/","https://scholar.google.com/scholar?cites=6731247075185848368&as_sdt=2005&sciodt=2007&hl=en",101,"2024-02-09 13:10:22","","","","",,,,,23,1.28,8,3,18,"","https://www.fs.usda.gov/research/treesearch/download/26020.pdf","https://scholar.google.com/scholar?q=related:MPDWG40xal0J:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
50,"E Walowit, CJ McCarthy…","An algorithm for the optimization of Kubelka‐Munk absorption and scattering coefficients",1987,"Color Research & …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/col.5080120609","https://scholar.google.com/scholar?cites=12463126442309235053&as_sdt=2005&sciodt=2007&hl=en",102,"2024-02-09 13:10:22","","10.1002/col.5080120609","","",,,,,50,1.35,17,3,37,"A new approach to the calculation of Kubelka‐Munk absorption and scattering coefficients based on linear‐leastsquares techniques is proposed. This algorithm characterizes colorants …","","https://scholar.google.com/scholar?q=related:bbGegHfr9awJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
10,"G Zhang, J Zhou, R Pan, L Wang, W Gao","Color prediction for pre-colored cotton fiber blends based on improved Kubelka-Munk double-constant theory",2021,"Fibers and Polymers","Springer","https://link.springer.com/article/10.1007/s12221-021-9371-z","https://scholar.google.com/scholar?cites=11117741253997580227&as_sdt=2005&sciodt=2007&hl=en",103,"2024-02-09 13:10:22","","10.1007/s12221-021-9371-z","","",,,,,10,3.33,2,5,3,"The accuracy of color prediction results for pre-colored fiber blends is critical in the textile industry. In this paper, we attempt to investigate a feasible method for predicting the color of pre…","","https://scholar.google.com/scholar?q=related:w087JcQmSpoJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
6,"M Socol, A Stanculescu","Investigations of the nonhomogeneities in organic molecular crystalline materials using Kubelka-Munk theory",2006,"Journal of Optoelectronics and Advanced …","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=1b21ba806f916d301789616cc3b24d22882cfbd9","https://scholar.google.com/scholar?cites=4848360933786125618&as_sdt=2005&sciodt=2007&hl=en",104,"2024-02-09 13:10:22","PDF","","","",,,,,6,0.33,3,2,18,"… To evaluate the dimension of the growth nonhomogeneities we have used a model based on the Kubelka-Munk theory, emphasising the general constraints imposed to the sample and …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=1b21ba806f916d301789616cc3b24d22882cfbd9","https://scholar.google.com/scholar?q=related:MgU04ZTWSEMJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
10,"JS Arney, E Pray, K Ito","Kubelka–Munk theory and the Yule–Nielsen effect on halftones",1999,"Journal of Imaging Science and …","library.imaging.org","https://library.imaging.org/admin/apis/public/api/ist/website/downloadArticle/jist/43/4/art00009","https://scholar.google.com/scholar?cites=163210036790349405&as_sdt=2005&sciodt=2007&hl=en",105,"2024-02-09 13:10:22","PDF","","","",,,,,10,0.40,3,3,25,"… This report experimentally relates the Yule–Nielsen n parameter for optical dot gain to the scattering and absorption parameters, S and K, of Kubelka–Munk theory. The relationship …","https://library.imaging.org/admin/apis/public/api/ist/website/downloadArticle/jist/43/4/art00009","https://scholar.google.com/scholar?q=related:Xc6q6qnWQwIJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
9,"A Shahin, W Bachir…","Polystyrene Microsphere Optical Properties by Kubelka–Munk and Diffusion Approximation with a Single Integrating Sphere System: A Comparative Study",2019,"Journal of …","downloads.hindawi.com","https://downloads.hindawi.com/journals/jspec/2019/3406319.pdf","https://scholar.google.com/scholar?cites=16044421187484982679&as_sdt=2005&sciodt=2007&hl=en",106,"2024-02-09 13:10:22","PDF","","","",,,,,9,1.80,3,3,5,"… e simplicity of the Kubelka–Munk method has been the main reason for its widespread uses … : K is a Kubelka–Munk absorption coefficient and S is a Kubelka–Munk scattering coefficient, …","https://downloads.hindawi.com/journals/jspec/2019/3406319.pdf","https://scholar.google.com/scholar?q=related:lx3LIhA8qd4J:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
